Run ID,Ticker,Run,MSE,RMSE,MAE,MAPE,DirAcc (%)
Batch1_IBM_LSTM_ver04.1,IBM,1,5.117775819318634,2.2622501672712136,1.723618986802428,1.1872389182953713,49.71098265895954
Batch1_IBM_LSTM_ver04.1,IBM,2,5.247522547375469,2.290747159198385,1.729219999098887,1.1919233780893104,50.28901734104046
Batch1_IBM_LSTM_ver04.1,IBM,3,5.031847142607507,2.2431779114924226,1.687674429285914,1.162210677131999,50.0
Batch1_INTC_LSTM_ver04.1,INTC,1,0.31456754805356507,0.5608632168840858,0.4309730440873977,1.3295736031134902,52.601156069364166
Batch1_INTC_LSTM_ver04.1,INTC,2,0.44913471009119615,0.6701751338950112,0.5102609597026453,1.5804353314706452,52.89017341040463
Batch1_INTC_LSTM_ver04.1,INTC,3,0.3186428183711282,0.5644845599049881,0.4268053997701607,1.3212558507394707,52.89017341040463
Batch1_INTU_LSTM_ver04.1,INTU,1,8.4225086901471,2.902155869374886,2.1691864486458265,2.205734982414867,45.95375722543353
Batch1_INTU_LSTM_ver04.1,INTU,2,5.953519515856893,2.439983507291984,1.6283895858231836,1.6274062312899331,45.664739884393065
Batch1_INTU_LSTM_ver04.1,INTU,3,7.466740067583353,2.732533635215375,1.905731407609187,1.9575975310211495,45.08670520231214
Batch1_JNPR_LSTM_ver04.1,JNPR,1,0.67384365732838,0.8208798068708841,0.6615292847434295,2.6820764393245233,47.10982658959538
Batch1_JNPR_LSTM_ver04.1,JNPR,2,0.5848522345024519,0.7647563236106335,0.6049068041851358,2.439854283386067,47.687861271676304
Batch1_JNPR_LSTM_ver04.1,JNPR,3,0.6884452193966968,0.8297259905515174,0.6657268679553728,2.700110757045706,47.10982658959538
Batch1_KLAC_LSTM_ver04.1,KLAC,1,1.6695620356627203,1.2921153337309794,0.8595479963005319,1.3167871436815561,48.26589595375722
Batch1_KLAC_LSTM_ver04.1,KLAC,2,1.7036277890110605,1.3052309332110776,0.8475089475075946,1.295044352877871,48.554913294797686
Batch1_KLAC_LSTM_ver04.1,KLAC,3,2.02198355314303,1.4219646806946473,0.9184864388912525,1.4083987649373253,49.13294797687861
Batch1_LLTC_LSTM_ver04.1,LLTC,1,3.4601479938327233,1.8601473043371386,1.3055969439591375,2.4457763880247616,45.3757225433526
Batch1_LLTC_LSTM_ver04.1,LLTC,2,12.236416082328166,3.4980589020667114,2.834595595756249,5.4523836697492385,47.97687861271676
Batch1_LLTC_LSTM_ver04.1,LLTC,3,8.919010886054464,2.986471310100679,2.2948637369947917,4.341627108407712,46.53179190751445
Batch1_LRCX_LSTM_ver04.1,LRCX,1,4.400496551625287,2.097736053850743,1.6252232139372698,1.9115959266964935,53.75722543352601
Batch1_LRCX_LSTM_ver04.1,LRCX,2,3.2479379203681202,1.8022036289964907,1.3505738549645658,1.6573210493095525,53.46820809248555
Batch1_LRCX_LSTM_ver04.1,LRCX,3,3.899156480238546,1.9746281878466503,1.487469862194105,1.7739338386950687,55.49132947976878
Batch1_MA_LSTM_ver04.1,MA,1,7.661509744061169,2.7679432335330088,2.4447510046282557,2.5191646781050787,41.90751445086705
